ensembl_gene_id,hgnc_symbol,description
ENSG00000254529,MRGPRX7P,"MAS related GPR family member X7, pseudogene [Source:HGNC Symbol;Acc:HGNC:54331]"
ENSG00000254547,,Ankyrin repeat domain-containing pseudogene
ENSG00000254607,,"novel transcript, antisense to KIRREL3"
ENSG00000254626,,novel transcript
ENSG00000254656,RTL1,retrotransposon Gag like 1 [Source:HGNC Symbol;Acc:HGNC:14665]
ENSG00000254687,,novel transcript
ENSG00000254799,SLC25A47P1,solute carrier family 25 member 47 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43860]
ENSG00000254855,,novel transcript
ENSG00000254879,PTPRJ-AS1,PTPRJ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50634]
ENSG00000254898,,"novel transcript, antisense to NSD3"
ENSG00000254948,OR7E158P,olfactory receptor family 7 subfamily E member 158 pseudogene [Source:HGNC Symbol;Acc:HGNC:31232]
ENSG00000255014,ARL6IP1P3,ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44972]
ENSG00000255020,,"novel transcript, antisense to TDH"
ENSG00000255021,,novel transcript
ENSG00000255027,,"novel transcript, antisense to DDX25"
ENSG00000255045,,novel transcript
ENSG00000255111,,Ankyrin repeat domain-containing protein 33 (ANKRD33B) pseudogene
ENSG00000255133,LINC02721,long intergenic non-protein coding RNA 2721 [Source:HGNC Symbol;Acc:HGNC:54238]
ENSG00000255220,DDX18P5,DEAD-box helicase 18 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33968]
ENSG00000255239,TREHP1,trehalase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51907]
ENSG00000255327,LINC02697,long intergenic non-protein coding RNA 2697 [Source:HGNC Symbol;Acc:HGNC:54211]
ENSG00000255345,,novel transcript
ENSG00000255479,,novel transcript
ENSG00000255545,B3GAT1-DT,B3GAT1 diverget transcript [Source:HGNC Symbol;Acc:HGNC:27449]
ENSG00000255648,,"novel transcript, antisense to PLCZ1"
ENSG00000255910,,novel transcript
ENSG00000255974,CYP2A6,cytochrome P450 family 2 subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:2610]
ENSG00000256019,TAS2R63P,taste 2 receptor member 63 pseudogene [Source:HGNC Symbol;Acc:HGNC:20641]
ENSG00000256064,,novel transcript
ENSG00000256209,,novel transcript
ENSG00000256218,,novel transcript
ENSG00000256222,MTRNR2L3,MT-RNR2 like 3 [Source:HGNC Symbol;Acc:HGNC:37157]
ENSG00000256287,LINC02398,long intergenic non-protein coding RNA 2398 [Source:HGNC Symbol;Acc:HGNC:53325]
ENSG00000256417,,novel transcript
ENSG00000256481,,"novel transcript, antisense to MACROD1"
ENSG00000256499,LINC02468,long intergenic non-protein coding RNA 2468 [Source:HGNC Symbol;Acc:HGNC:53406]
ENSG00000256508,MRGPRF-AS1,MRGPRF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51140]
ENSG00000256571,,novel transcript
ENSG00000256678,,chromosome 1 open reading frame 144 (C1orf144) pseudogene
ENSG00000256714,,novel transcript
ENSG00000256779,,serine/arginine-rich splicing factor 8 (SRSF8) pseudogene
ENSG00000256875,,novel transcript
ENSG00000256972,,novel transcript
ENSG00000257008,GPR142,G protein-coupled receptor 142 [Source:HGNC Symbol;Acc:HGNC:20088]
ENSG00000257017,HP,haptoglobin [Source:HGNC Symbol;Acc:HGNC:5141]
ENSG00000257060,,novel transcript
ENSG00000257271,KIRREL3-AS1,KIRREL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42655]
ENSG00000257277,,"novel transcript, antisense to ARHGAP15"
ENSG00000257335,MGAM,maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]
ENSG00000257456,,novel transcript
ENSG00000257761,,"novel transcript, antisense to LGR5"
ENSG00000257869,,novel transcript
ENSG00000257884,,ubiquitin specific peptidase 10 (USP10) pseudogene
ENSG00000258077,,novel transcript
ENSG00000258088,,novel transcript
ENSG00000258170,,novel transcript
ENSG00000258230,,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) (ST13) pseudogene
ENSG00000258292,LINC02410,long intergenic non-protein coding RNA 2410 [Source:HGNC Symbol;Acc:HGNC:53339]
ENSG00000258314,,novel transcript
ENSG00000258401,ATP5MC2P2,ATP synthase membrane subunit c locus 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19672]
ENSG00000258483,LINC02251,long intergenic non-protein coding RNA 2251 [Source:HGNC Symbol;Acc:HGNC:53149]
ENSG00000258537,FRMD6-AS2,FRMD6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43637]
ENSG00000258611,YBX2P2,YBX2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54721]
ENSG00000258628,RHPN2P1,rhophilin Rho GTPase binding protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37708]
ENSG00000258649,,novel transcript
ENSG00000258692,SALL4P7,spalt like transcription factor 4 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:43900]
ENSG00000258696,,"novel transcript, antisense to TTC6"
ENSG00000258700,LINC00871,long intergenic non-protein coding RNA 871 [Source:HGNC Symbol;Acc:HGNC:47038]
ENSG00000258752,,"novel transcript, antisense to FOXN3"
ENSG00000258820,,"novel transcript, antisense to a novel orphan protein"
ENSG00000258868,,novel transcript
ENSG00000258910,LINC01956,long intergenic non-protein coding RNA 1956 [Source:HGNC Symbol;Acc:HGNC:52777]
ENSG00000258917,ZMYND19P1,zinc finger MYND-type containing 19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44540]
ENSG00000258947,TUBB3,tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]
ENSG00000258986,TMEM179,transmembrane protein 179 [Source:HGNC Symbol;Acc:HGNC:20137]
ENSG00000259001,,ribonuclease P RNA component H1
ENSG00000259048,,"novel transcript, antisense to TTC6"
ENSG00000259094,,"novel transcript, antisense to MARCO"
ENSG00000259144,RANBP20P,RAN binding protein 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:19734]
ENSG00000259196,HMBOX1-IT1,HMBOX1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:43632]
ENSG00000259222,,novel transcript
ENSG00000259230,LINC02323,long intergenic non-protein coding RNA 2323 [Source:HGNC Symbol;Acc:HGNC:53242]
ENSG00000259335,HNRNPMP1,heterogeneous nuclear ribonucleoprotein M pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48745]
ENSG00000259359,,novel transcript
ENSG00000259374,NDUFB4P11,NADH:ubiquinone oxidoreductase subunit B4 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:45259]
ENSG00000259457,,novel transcript
ENSG00000259482,RORA-AS2,RORA antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51411]
ENSG00000259496,GEMIN8P1,gem nuclear organelle associated protein 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31818]
ENSG00000259579,,novel transcript
ENSG00000259666,LINGO1-AS1,LINGO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27368]
ENSG00000259727,,novel transcript
ENSG00000259793,,"novel transcript, antisense to DGKD"
ENSG00000259803,SLC22A31,solute carrier family 22 member 31 [Source:HGNC Symbol;Acc:HGNC:27091]
ENSG00000259884,NR4A1AS,NR4A1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:54409]
ENSG00000259887,FIGNL2-DT,FIGNL2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53299]
ENSG00000259974,LINC00261,long intergenic non-protein coding RNA 261 [Source:HGNC Symbol;Acc:HGNC:16189]
ENSG00000260007,,novel protein
ENSG00000260015,,"novel transcript, sense intronic to ZNF19"
ENSG00000260026,LINC02189,long intergenic non-protein coding RNA 2189 [Source:HGNC Symbol;Acc:HGNC:53051]
ENSG00000260066,,novel transcript
ENSG00000260120,,novel transcript
ENSG00000260182,,"novel transcript, intronic to TPSD1"
ENSG00000260194,,"novel transcript, antisense to FTO"
ENSG00000260246,,"novel transcript, antisense to GSTM1"
ENSG00000260281,ITFG1-AS1,ITFG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51383]
ENSG00000260289,,novel transcript
ENSG00000260328,,novel transcript
ENSG00000260422,,novel transcript
ENSG00000260459,FTLP14,ferritin light chain pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:37964]
ENSG00000260498,,novel transcript
ENSG00000260621,,"novel transcript, antisense to AMFR"
ENSG00000260653,,novel transcript
ENSG00000260679,,novel transcript
ENSG00000260701,,"novel transcript, antisense to ADAMTS18"
ENSG00000260734,TLE7,TLE family member 7 [Source:HGNC Symbol;Acc:HGNC:53648]
ENSG00000260746,KIF18BP1,kinesin family member 18B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51808]
ENSG00000260782,,nuclear factor (erythroid-derived 2)-like 3 (NFE2L3) pseudogene
ENSG00000261026,,"novel transcript, overlapping to EGR3"
ENSG00000261070,,novel transcript
ENSG00000261083,LINC02516,long intergenic non-protein coding RNA 2516 [Source:HGNC Symbol;Acc:HGNC:53505]
ENSG00000261113,,"novel transcript, antisense to EEF2K"
ENSG00000261115,TMEM178B,transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112]
ENSG00000261175,LINC02188,long intergenic non-protein coding RNA 2188 [Source:HGNC Symbol;Acc:HGNC:53050]
ENSG00000261231,LINC02133,long intergenic non-protein coding RNA 2133 [Source:HGNC Symbol;Acc:HGNC:52993]
ENSG00000261241,LINC02128,long intergenic non-protein coding RNA 2128 [Source:HGNC Symbol;Acc:HGNC:52986]
ENSG00000261257,,novel transcript
ENSG00000261276,,"novel transcript, antisense to MRGPRF"
ENSG00000261393,,"novel transcript, antisense to BRD7"
ENSG00000261396,,"novel transcript, antisense to FAM65A"
ENSG00000261480,GOLGA8M,golgin A8 family member M [Source:HGNC Symbol;Acc:HGNC:44404]
ENSG00000261489,,novel transcript
ENSG00000261520,DLGAP1-AS5,DLGAP1 antisense RNA 5 [Source:HGNC Symbol;Acc:HGNC:27586]
ENSG00000261522,,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L) pseudogene
ENSG00000261578,,"novel transcript, overlapping to TSKU"
ENSG00000261617,LINC02177,long intergenic non-protein coding RNA 2177 [Source:HGNC Symbol;Acc:HGNC:53039]
ENSG00000261649,GOLGA6L7,golgin A6 family like 7 [Source:HGNC Symbol;Acc:HGNC:37442]
ENSG00000261711,FRG2DP,"FSHD region gene 2 family member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:27093]"
ENSG00000261762,,"novel transcript, antisense to CHRNA5"
ENSG00000262133,,"novel transcript, antisense to NXN"
ENSG00000262406,MMP12,matrix metallopeptidase 12 [Source:HGNC Symbol;Acc:HGNC:7158]
ENSG00000262470,TVP23CP2,TVP23C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44647]
ENSG00000262484,CCER2,coiled-coil glutamate rich protein 2 [Source:HGNC Symbol;Acc:HGNC:44662]
ENSG00000262495,,zinc finger protein fiamily pseudogene
ENSG00000262521,,novel transcript
ENSG00000262619,LINC00621,long intergenic non-protein coding RNA 621 [Source:HGNC Symbol;Acc:HGNC:44227]
ENSG00000262902,MTCO1P40,MT-CO1 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:52105]
ENSG00000263588,,novel transcript
ENSG00000263618,,novel transcript
ENSG00000263655,,novel transcript
ENSG00000263680,,novel transcript
ENSG00000263711,LINC02864,long intergenic non-protein coding RNA 2864 [Source:HGNC Symbol;Acc:HGNC:54480]
ENSG00000263745,,novel transcript
ENSG00000263893,,novel transcript
ENSG00000263914,MTND2P13,MT-ND2 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:42114]
ENSG00000264026,LINC02003,long intergenic non-protein coding RNA 2003 [Source:HGNC Symbol;Acc:HGNC:27099]
ENSG00000264215,,novel transcript
ENSG00000264464,LINC02837,long intergenic non-protein coding RNA 2837 [Source:HGNC Symbol;Acc:HGNC:54371]
ENSG00000264829,,"novel transcript, antisense to SAP30BP"
ENSG00000265015,,kinase suppressor of ras 1 pseudogene
ENSG00000265043,,novel transcript
ENSG00000265139,,novel transcript
ENSG00000265182,SRP72P1,signal recognition particle 72 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31095]
ENSG00000265190,ANXA8,annexin A8 [Source:HGNC Symbol;Acc:HGNC:546]
ENSG00000265380,,novel transcript
ENSG00000265417,,"ATPase family, AAA domain containing (ATD1) pseudogene"
ENSG00000265579,,"novel transcript , sense intronic to NETO1"
ENSG00000265786,LINC01906,long intergenic non-protein coding RNA 1906 [Source:HGNC Symbol;Acc:HGNC:52725]
ENSG00000265933,LINC00668,long intergenic non-protein coding RNA 668 [Source:HGNC Symbol;Acc:HGNC:44328]
ENSG00000265992,ESRG,embryonic stem cell related [Source:HGNC Symbol;Acc:HGNC:39079]
ENSG00000266278,LINC01910,long intergenic non-protein coding RNA 1910 [Source:HGNC Symbol;Acc:HGNC:52729]
ENSG00000266369,,"novel transcript, antisense to CCDC144NL"
ENSG00000266560,,MAGEA10-MAGEA5 readthrough [Source:NCBI gene (formerly Entrezgene);Acc:100533997]
ENSG00000266602,,novel transcript
ENSG00000266869,,novel transcript
ENSG00000266955,,"novel transcript, antisense IMPA2"
ENSG00000266965,,novel transcript
ENSG00000267013,LINC01929,long intergenic non-protein coding RNA 1929 [Source:HGNC Symbol;Acc:HGNC:52751]
ENSG00000267038,,novel transcript
ENSG00000267095,,novel transcript
ENSG00000267134,LINC01924,long intergenic non-protein coding RNA 1924 [Source:HGNC Symbol;Acc:HGNC:27600]
ENSG00000267147,LINC01842,long intergenic non-protein coding RNA 1842 [Source:HGNC Symbol;Acc:HGNC:52656]
ENSG00000267206,LCN6,lipocalin 6 [Source:HGNC Symbol;Acc:HGNC:17337]
ENSG00000267284,,novel transcript
ENSG00000267327,,novel transcript
ENSG00000267328,,novel transcript
ENSG00000267339,LINC00906,long intergenic non-protein coding RNA 906 [Source:HGNC Symbol;Acc:HGNC:27121]
ENSG00000267354,,novel transcript
ENSG00000267393,,"novel transcript, antisense C18orf1"
ENSG00000267413,LINC01901,long intergenic non-protein coding RNA 1901 [Source:HGNC Symbol;Acc:HGNC:52720]
ENSG00000267432,DNAH17-AS1,DNAH17 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48594]
ENSG00000267453,CLEC4O,C-type lectin domain family 4 member O [Source:HGNC Symbol;Acc:HGNC:52651]
ENSG00000267594,CYP4F24P,"cytochrome P450 family 4 subfamily F member 24, pseudogene [Source:HGNC Symbol;Acc:HGNC:39945]"
ENSG00000267636,,novel transcript
ENSG00000268104,SLC6A14,solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]
ENSG00000268170,,"novel transcript, antisense to TAS2R40"
ENSG00000268287,,novel transcript
ENSG00000268390,,novel transcript
ENSG00000268496,,"novel transcript, sense intronic to TTYH1"
ENSG00000268623,,apolipoprotein A-I binding protein (APOA1BP) pseudogene
ENSG00000268649,,novel transcript
ENSG00000268673,,novel transcript
ENSG00000268683,,"novel transcript, sense intronic to SCGB2B2"
ENSG00000268696,ZNF723,zinc finger protein 723 [Source:HGNC Symbol;Acc:HGNC:32286]
ENSG00000268818,,novel transcript
ENSG00000268864,,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 (SLC7A2) pseudogene"
ENSG00000268873,,"novel transcript, antisense to DTNA"
ENSG00000268902,CSAG2,CSAG family member 2 [Source:HGNC Symbol;Acc:HGNC:16847]
ENSG00000268906,,"novel transcript, antisense to KLK12"
ENSG00000268916,CSAG3,CSAG family member 3 [Source:HGNC Symbol;Acc:HGNC:26237]
ENSG00000268975,MIA-RAB4B,MIA-RAB4B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:48352]
ENSG00000269055,BNIP3P18,BCL2 interacting protein 3 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:49698]
ENSG00000269113,TRABD2B,TraB domain containing 2B [Source:HGNC Symbol;Acc:HGNC:44200]
ENSG00000269235,ZNF350-AS1,ZNF350 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48598]
ENSG00000269404,SPIB,Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]
ENSG00000269891,ARHGAP19-SLIT1,ARHGAP19-SLIT1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:48348]
ENSG00000269898,,"novel transcript, antisense to C16orf74"
ENSG00000270317,,folliculogenesis specific basic helix-loop-helix (FIGLA) pseudogene
ENSG00000270424,,"PRKC, apoptosis, WT1, regulator (PAWR) pseudogene"
ENSG00000270640,,"novel transcript, sense intronic to FOSL2"
ENSG00000270722,RNVU1-31,"RNA, variant U1 small nuclear 31 [Source:HGNC Symbol;Acc:HGNC:54448]"
ENSG00000270986,HMGB1P51,high mobility group box 1 pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:52369]
ENSG00000271021,,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1 (B3GNTL1) pseudogene"
ENSG00000271065,SLC4A8-AS1,SLC4A8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55259]
ENSG00000271275,,POM121 transmembrane nucleoporin (POM121) pseudogene
ENSG00000271278,ELOCP33,elongin C pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:49174]
ENSG00000271314,,"novel transcript, antisense to PTCH1"
ENSG00000271375,,immunoglobulin kappa variable 1D-39 (IGKV1D-39) pseudogene
ENSG00000271573,,ataxin 1-like (ATXN1L) pseudogene
ENSG00000271742,,novel transcript
ENSG00000271771,,novel transcript
ENSG00000271826,PLS3-AS1,PLS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50343]
ENSG00000271830,,novel transcript
ENSG00000272057,ANKH-DT,ANKH divergent transcript [Source:HGNC Symbol;Acc:HGNC:55234]
ENSG00000272161,,"novel transcript, sense intronic to MORN1"
ENSG00000272203,,novel transcript
ENSG00000272249,,"novel transcript, antisense to CPQ"
ENSG00000272321,,"novel transcript, antisense to STK3"
ENSG00000272468,,novel transcript
ENSG00000272506,,novel transcript
ENSG00000272549,LINC02538,long intergenic non-protein coding RNA 2538 [Source:HGNC Symbol;Acc:HGNC:53571]
ENSG00000272583,,novel transcript
ENSG00000272620,AFAP1-AS1,AFAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28141]
ENSG00000272668,,"novel transcript, antisense to VSIG8"
ENSG00000272693,,"nuclear protein 2, transcriptional regulator (NUPR2) pseudogene"
ENSG00000272703,,novel transcript
ENSG00000272763,,novel transcript
ENSG00000272797,,novel transcript
ENSG00000272824,,novel transcript
ENSG00000272865,,"novel transcript, antisense to PLD5"
ENSG00000273093,,novel transcript
ENSG00000273132,,"novel transcript, antisense to LRP11"
ENSG00000273248,,novel transcript
ENSG00000273252,OR7E39P,olfactory receptor family 7 subfamily E member 39 pseudogene [Source:HGNC Symbol;Acc:HGNC:8412]
ENSG00000273760,,novel transcript
ENSG00000273802,H2BC8,H2B clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4746]
ENSG00000273838,,novel transcript
ENSG00000273983,H3C8,H3 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4772]
ENSG00000274310,,SRY (sex determining region Y)-box 17 (SOX17) pseudogene
ENSG00000274373,,novel transcript
ENSG00000274444,,novel transcript
ENSG00000274520,,
ENSG00000274827,LINC01297,long intergenic non-protein coding RNA 1297 [Source:HGNC Symbol;Acc:HGNC:50443]
ENSG00000274892,,"FSHD region gene 2 family, member C (FRG2C) pseudogene"
ENSG00000274997,H2AC12,H2A clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:13671]
ENSG00000275004,ZNF280B,zinc finger protein 280B [Source:HGNC Symbol;Acc:HGNC:23022]
ENSG00000275090,RN7SL296P,"RNA, 7SL, cytoplasmic 296, pseudogene [Source:HGNC Symbol;Acc:HGNC:46312]"
ENSG00000275152,CCL16,C-C motif chemokine ligand 16 [Source:HGNC Symbol;Acc:HGNC:10614]
ENSG00000275178,,"novel transcript, antisense to MBP"
ENSG00000275186,,"novel transcript, antisense to NFATC1"
ENSG00000275216,,novel transcript
ENSG00000275312,,ankyrin repeat domain 30B-like (ANKRD30BL) pseudogene
ENSG00000275379,H3C11,H3 clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4771]
ENSG00000275385,CCL18,C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]
ENSG00000275484,,novel transcript
ENSG00000275688,CCL15-CCL14,CCL15-CCL14 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44436]
ENSG00000275852,LINC01742,long intergenic non-protein coding RNA 1742 [Source:HGNC Symbol;Acc:HGNC:52530]
ENSG00000275874,PICSAR,P38 inhibited cutaneous squamous cell carcinoma associated lincRNA [Source:HGNC Symbol;Acc:HGNC:19725]
ENSG00000275896,PRSS2,serine protease 2 [Source:HGNC Symbol;Acc:HGNC:9483]
ENSG00000276085,CCL3L3,C-C motif chemokine ligand 3 like 1 [Source:HGNC Symbol;Acc:HGNC:10628]
ENSG00000276085,CCL3L1,C-C motif chemokine ligand 3 like 1 [Source:HGNC Symbol;Acc:HGNC:10628]
ENSG00000276122,,novel transcript
ENSG00000276368,H2AC14,H2A clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4727]
ENSG00000276410,H2BC3,H2B clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4751]
ENSG00000276527,,novel transcript
ENSG00000276645,,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000276772,,novel transcript
ENSG00000276850,,novel transcript
ENSG00000277075,H2AC8,H2A clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4724]
ENSG00000277270,,novel transcript
ENSG00000277463,,novel transcript
ENSG00000277494,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24945]
ENSG00000277521,MIR8078,microRNA 8078 [Source:HGNC Symbol;Acc:HGNC:50102]
ENSG00000277631,PGM5P3-AS1,PGM5P3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51194]
ENSG00000277748,,IGF-like family member 4 (IGFL4) pseudogene
ENSG00000277775,H3C7,H3 clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4773]
ENSG00000278097,,novel transcript
ENSG00000278146,,novel transcript
ENSG00000278234,,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]
ENSG00000278236,,
ENSG00000278531,,ankyrin repeat domain 30B-like (ANKRD30BL) pseudogene
ENSG00000278588,H2BC10,H2B clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4756]
ENSG00000278685,IQCA1L,IQ motif containing with AAA domain 1 like [Source:HGNC Symbol;Acc:HGNC:22831]
ENSG00000278705,H4C2,H4 clustered histone 2 [Source:HGNC Symbol;Acc:HGNC:4789]
ENSG00000278771,RN7SL3,RNA component of signal recognition particle 7SL3 [Source:HGNC Symbol;Acc:HGNC:23135]
ENSG00000278783,MIR6071,microRNA 6071 [Source:HGNC Symbol;Acc:HGNC:50229]
ENSG00000278828,H3C10,H3 clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4775]
ENSG00000278902,,TEC
ENSG00000278910,BANCR,BRAF-activated non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:43877]
ENSG00000278965,,tec
ENSG00000279021,,novel transcript
ENSG00000279047,,"novel transcript, antisense to PCDHB1 and PCDHB2"
ENSG00000279243,LINC02736,long intergenic non-protein coding RNA 2736 [Source:HGNC Symbol;Acc:HGNC:54253]
ENSG00000279271,,TEC
ENSG00000279379,,TEC
ENSG00000279648,,TEC
ENSG00000279694,,TEC
ENSG00000279930,,TEC
ENSG00000280009,,novel transcript
ENSG00000280081,LINC01667,long intergenic non-protein coding RNA 1667 [Source:HGNC Symbol;Acc:HGNC:52455]
ENSG00000280262,,tec
ENSG00000280285,,TEC
ENSG00000280356,,novel transcript
ENSG00000280362,,TEC
ENSG00000280429,,novel transcript
ENSG00000280431,,TEC
ENSG00000280432,,TEC
ENSG00000280623,PCAT14,prostate cancer associated transcript 14 [Source:HGNC Symbol;Acc:HGNC:48977]
ENSG00000280719,PCAT5,prostate cancer associated transcript 5 [Source:HGNC Symbol;Acc:HGNC:48665]
ENSG00000280780,JAKMIP2-AS1,JAKMIP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27203]
ENSG00000280916,FOXCUT,FOXC1 upstream transcript [Source:HGNC Symbol;Acc:HGNC:50650]
ENSG00000281131,SCHLAP1,SWI/SNF complex antagonist associated with prostate cancer 1 [Source:HGNC Symbol;Acc:HGNC:48603]
ENSG00000281406,BLACAT1,bladder cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:48597]
ENSG00000281566,,novel transcript
ENSG00000281591,DBET,D4Z4 binding element transcript [Source:HGNC Symbol;Acc:HGNC:43904]
